"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
629000,"Удельный проспект, 31",Санкт-Петербург,1473,427,Универсальное помещение,https://spb.n1.ru/view/115945507/?open_card_kn
900372,"Железноводская, 18 корп. 2",Санкт-Петербург,1320,682,Универсальное помещение,https://spb.n1.ru/view/116290945/?open_card_kn
1100000,"Каменноостровский проспект, 31",Санкт-Петербург,4182,263,Универсальное помещение,https://spb.n1.ru/view/116290825/?open_card_kn
3036000000,"Реки Фонтанки набережная, 172 корп. 2",Санкт-Петербург,2200000,1380,Универсальное помещение,https://spb.n1.ru/view/116290799/?open_card_kn
49000,"Церковная, 37",Санкт-Петербург,1225,40,Универсальное помещение,https://spb.n1.ru/view/116290781/?open_card_kn
250000,"Зайцева, 4",Санкт-Петербург,1748,143,Универсальное помещение,https://spb.n1.ru/view/116290751/?open_card_kn
350000,"Витебский проспект, 99 корп. 1",Санкт-Петербург,2500,140,Универсальное помещение,https://spb.n1.ru/view/113824932/?open_card_kn
55000,"Зайцева, 4",Санкт-Петербург,1833,30,Универсальное помещение,https://spb.n1.ru/view/113824686/?open_card_kn
400000,"Гражданский проспект, 114 корп. 1",Санкт-Петербург,4171,95,Универсальное помещение,https://spb.n1.ru/view/115944745/?open_card_kn
90000,"Саперная, 40б",Санкт-Петербург,681,132,Универсальное помещение,https://spb.n1.ru/view/114908623/?open_card_kn
684000,"Орджоникидзе, 44а",Санкт-Петербург,1994,343,Универсальное помещение,https://spb.n1.ru/view/116285734/?open_card_kn
60000,"Зайцева, 4",Санкт-Петербург,1276,47,Универсальное помещение,https://spb.n1.ru/view/116285482/?open_card_kn
60000,"Парашютная, 52",Санкт-Петербург,1250,48,Универсальное помещение,https://spb.n1.ru/view/115941580/?open_card_kn
55000,"Королева проспект, 63 корп. 2",Санкт-Петербург,1666,33,Универсальное помещение,https://spb.n1.ru/view/116285356/?open_card_kn
1700000,"Уральская, 1л",Санкт-Петербург,1700,1000,Универсальное помещение,https://spb.n1.ru/view/116285355/?open_card_kn
35000,"11-я В.О. линия, 24",Санкт-Петербург,1166,30,Универсальное помещение,https://spb.n1.ru/view/116285294/?open_card_kn
241000,"Георгия Гречко, 3",Санкт-Петербург,2997,80,Универсальное помещение,https://spb.n1.ru/view/116285235/?open_card_kn
101200,"Дунайский проспект, 7 корп. 7",Санкт-Петербург,2000,50,Универсальное помещение,https://spb.n1.ru/view/116285234/?open_card_kn
215000,"Лиговский проспект, 242",Санкт-Петербург,2828,76,Универсальное помещение,https://spb.n1.ru/view/116285233/?open_card_kn
70000,"Невский проспект, 81",Санкт-Петербург,1044,67,Универсальное помещение,https://spb.n1.ru/view/115940816/?open_card_kn
175000,"Космонавтов проспект, 61 корп. 1",Санкт-Петербург,1367,128,Универсальное помещение,https://spb.n1.ru/view/116285180/?open_card_kn
250000,"Федора Абрамова, 16 корп. 1",Санкт-Петербург,2212,113,Универсальное помещение,https://spb.n1.ru/view/116285156/?open_card_kn
100000,"Гаванская, 17",Санкт-Петербург,1149,87,Универсальное помещение,https://spb.n1.ru/view/116285131/?open_card_kn
212310,"Коломяжский проспект, 13 корп. 3",Санкт-Петербург,2100,101,Универсальное помещение,https://spb.n1.ru/view/115600091/?open_card_kn
189900,"Молдагуловой, 5",Санкт-Петербург,895,212,Универсальное помещение,https://spb.n1.ru/view/115600067/?open_card_kn
239400,"Савушкина, 12",Санкт-Петербург,2100,114,Универсальное помещение,https://spb.n1.ru/view/115940572/?open_card_kn
150000,"Дачный проспект, 2 корп. 1",Санкт-Петербург,1260,119,Универсальное помещение,https://spb.n1.ru/view/116279808/?open_card_kn
185000,"9-й Верхний переулок, 24",Санкт-Петербург,2761,67,Универсальное помещение,https://spb.n1.ru/view/116279805/?open_card_kn
65000,"Диагональная, 6",Санкт-Петербург,2031,32,Универсальное помещение,https://spb.n1.ru/view/116279801/?open_card_kn
80000,"Жуковского, 49",Санкт-Петербург,1290,62,Универсальное помещение,https://spb.n1.ru/view/116279677/?open_card_kn
70000,"Ярослава Гашека, 8 корп. 1",Санкт-Петербург,2058,34,Универсальное помещение,https://spb.n1.ru/view/116279625/?open_card_kn
550000,"Московский проспект, 171",Санкт-Петербург,1489,369,Универсальное помещение,https://spb.n1.ru/view/115936790/?open_card_kn
185000,"9-й Верхний переулок, 24",Санкт-Петербург,2761,67,Универсальное помещение,https://spb.n1.ru/view/116279561/?open_card_kn
800000,"Малая Бухарестская, 4",Санкт-Петербург,1333,600,Универсальное помещение,https://spb.n1.ru/view/113085971/?open_card_kn
178500,"Шишкина, 307",Санкт-Петербург,1400,127,Универсальное помещение,https://spb.n1.ru/view/110310609/?open_card_kn
85000,"Ветеранов проспект, 206",Санкт-Петербург,1509,56,Универсальное помещение,https://spb.n1.ru/view/115936641/?open_card_kn
129200,"Михаила Дудина, 12",Санкт-Петербург,1700,76,Универсальное помещение,https://spb.n1.ru/view/114903096/?open_card_kn
165000,"Добролюбова проспект, 3",Санкт-Петербург,1309,126,Универсальное помещение,https://spb.n1.ru/view/115598465/?open_card_kn
886250,"Левашовский проспект, 12",Санкт-Петербург,2500,354,Универсальное помещение,https://spb.n1.ru/view/116275081/?open_card_kn
100000,"Марата, 45/12",Санкт-Петербург,2000,50,Универсальное помещение,https://spb.n1.ru/view/116274872/?open_card_kn
70000,"Караваевская, 24 корп. 1",Санкт-Петербург,1750,40,Универсальное помещение,https://spb.n1.ru/view/116271881/?open_card_kn
1590000,"Реки Мойки набережная, 73",Санкт-Петербург,2000,795,Универсальное помещение,https://spb.n1.ru/view/113803708/?open_card_kn
170000,"Первомайская (Ольгино), 26",Санкт-Петербург,1000,170,Универсальное помещение,https://spb.n1.ru/view/113803661/?open_card_kn
232500,"Ремесленная, 15",Санкт-Петербург,2500,93,Универсальное помещение,https://spb.n1.ru/view/113803657/?open_card_kn
25000,"Выборгское шоссе, 15",Санкт-Петербург,1250,20,Универсальное помещение,https://spb.n1.ru/view/116269397/?open_card_kn
